datetime,Global_active_power,hour,rate,hourly_cost,optimized_power,optimized_cost,savings,month,year
2006-12-17 11:00:00,2.471,11,6.5,16.061500000000002,2.471,16.061500000000002,0.0,12,2006
2006-12-17 12:00:00,1.9158666666666664,12,6.5,12.453133333333332,1.9158666666666664,12.453133333333332,0.0,12,2006
2006-12-17 13:00:00,1.6607666666666667,13,6.5,10.794983333333334,1.6607666666666667,10.794983333333334,0.0,12,2006
2006-12-17 14:00:00,2.092633333333333,14,6.5,13.602116666666666,2.092633333333333,13.602116666666666,0.0,12,2006
2006-12-17 15:00:00,2.9854,15,6.5,19.405099999999997,2.9854,19.405099999999997,0.0,12,2006
2006-12-17 16:00:00,3.3260333333333336,16,6.5,21.61921666666667,3.3260333333333336,21.61921666666667,0.0,12,2006
2006-12-17 17:00:00,3.406766666666667,17,6.5,22.143983333333335,3.406766666666667,22.143983333333335,0.0,12,2006
2006-12-17 18:00:00,3.6971,18,6.5,24.03115,3.6971,24.03115,0.0,12,2006
2006-12-17 19:00:00,2.9084,19,9.75,28.3569,2.32672,22.68552,5.671379999999999,12,2006
2006-12-17 20:00:00,3.3615,20,9.75,32.774625,2.6892,26.2197,6.554925000000001,12,2006
2006-12-17 21:00:00,3.040766666666667,21,9.75,29.647475,2.4326133333333337,23.717980000000004,5.929494999999996,12,2006
2006-12-17 22:00:00,1.518,22,6.5,9.867,1.518,9.867,0.0,12,2006
2006-12-17 23:00:00,0.4377333333333333,23,6.5,2.8452666666666664,0.4377333333333333,2.8452666666666664,0.0,12,2006
2006-12-18 00:00:00,0.2763666666666667,0,6.5,1.7963833333333337,0.2763666666666667,1.7963833333333337,0.0,12,2006
2006-12-18 01:00:00,0.3132999999999999,1,6.5,2.0364499999999994,0.3132999999999999,2.0364499999999994,0.0,12,2006
2006-12-18 02:00:00,0.2844666666666667,2,6.5,1.8490333333333335,0.2844666666666667,1.8490333333333335,0.0,12,2006
2006-12-18 03:00:00,0.3099333333333333,3,6.5,2.014566666666666,0.3099333333333333,2.014566666666666,0.0,12,2006
2006-12-18 04:00:00,1.026333333333333,4,6.5,6.671166666666665,1.026333333333333,6.671166666666665,0.0,12,2006
2006-12-18 05:00:00,0.2935,5,6.5,1.9077499999999998,0.2935,1.9077499999999998,0.0,12,2006
2006-12-18 06:00:00,0.61,6,6.5,3.965,0.61,3.965,0.0,12,2006
2006-12-18 07:00:00,2.4504333333333337,7,6.5,15.927816666666669,2.4504333333333337,15.927816666666669,0.0,12,2006
2006-12-18 08:00:00,2.082133333333333,8,6.5,13.533866666666665,2.082133333333333,13.533866666666665,0.0,12,2006
2006-12-18 09:00:00,1.6293333333333335,9,6.5,10.590666666666667,1.6293333333333335,10.590666666666667,0.0,12,2006
2006-12-18 10:00:00,1.3096333333333334,10,6.5,8.512616666666668,1.3096333333333334,8.512616666666668,0.0,12,2006
2006-12-18 11:00:00,1.5619333333333332,11,6.5,10.152566666666665,1.5619333333333332,10.152566666666665,0.0,12,2006
2006-12-18 12:00:00,1.7560666666666669,12,6.5,11.414433333333335,1.7560666666666669,11.414433333333335,0.0,12,2006
2006-12-18 13:00:00,1.6820666666666668,13,6.5,10.933433333333335,1.6820666666666668,10.933433333333335,0.0,12,2006
2006-12-18 14:00:00,1.7330333333333334,14,6.5,11.264716666666667,1.7330333333333334,11.264716666666667,0.0,12,2006
2006-12-18 15:00:00,1.7842999999999998,15,6.5,11.597949999999999,1.7842999999999998,11.597949999999999,0.0,12,2006
2006-12-18 16:00:00,1.9493,16,6.5,12.67045,1.9493,12.67045,0.0,12,2006
2006-12-18 17:00:00,2.1549,17,6.5,14.00685,2.1549,14.00685,0.0,12,2006
2006-12-18 18:00:00,2.402533333333333,18,6.5,15.616466666666664,2.402533333333333,15.616466666666664,0.0,12,2006
2006-12-18 19:00:00,2.6145,19,9.75,25.491375,2.0916,20.3931,5.098275000000001,12,2006
2006-12-18 20:00:00,3.050566666666666,20,9.75,29.743024999999996,2.440453333333333,23.79442,5.948604999999997,12,2006
2006-12-18 21:00:00,2.1697333333333333,21,9.75,21.154899999999998,1.7357866666666668,16.923920000000003,4.230979999999995,12,2006
2006-12-18 22:00:00,1.7388,22,6.5,11.3022,1.7388,11.3022,0.0,12,2006
2006-12-18 23:00:00,1.5472666666666666,23,6.5,10.057233333333333,1.5472666666666666,10.057233333333333,0.0,12,2006
2006-12-19 00:00:00,0.8371333333333334,0,6.5,5.441366666666667,0.8371333333333334,5.441366666666667,0.0,12,2006
2006-12-19 01:00:00,0.3530333333333333,1,6.5,2.2947166666666665,0.3530333333333333,2.2947166666666665,0.0,12,2006
2006-12-19 02:00:00,0.3272333333333333,2,6.5,2.1270166666666666,0.3272333333333333,2.1270166666666666,0.0,12,2006
2006-12-19 03:00:00,0.3083,3,6.5,2.00395,0.3083,2.00395,0.0,12,2006
2006-12-19 04:00:00,0.3278333333333333,4,6.5,2.1309166666666663,0.3278333333333333,2.1309166666666663,0.0,12,2006
2006-12-19 05:00:00,0.3066666666666666,5,6.5,1.9933333333333327,0.3066666666666666,1.9933333333333327,0.0,12,2006
2006-12-19 06:00:00,0.7963333333333333,6,6.5,5.176166666666667,0.7963333333333333,5.176166666666667,0.0,12,2006
2006-12-19 07:00:00,1.7856333333333334,7,6.5,11.606616666666667,1.7856333333333334,11.606616666666667,0.0,12,2006
2006-12-19 08:00:00,3.879033333333333,8,6.5,25.213716666666667,3.879033333333333,25.213716666666667,0.0,12,2006
2006-12-19 09:00:00,1.6177666666666668,9,6.5,10.515483333333334,1.6177666666666668,10.515483333333334,0.0,12,2006
2006-12-19 10:00:00,0.4371333333333334,10,6.5,2.841366666666667,0.4371333333333334,2.841366666666667,0.0,12,2006
2006-12-19 11:00:00,2.321633333333333,11,6.5,15.090616666666666,2.321633333333333,15.090616666666666,0.0,12,2006
2006-12-19 12:00:00,0.4306666666666666,12,6.5,2.799333333333333,0.4306666666666666,2.799333333333333,0.0,12,2006
2006-12-19 13:00:00,0.3004666666666666,13,6.5,1.953033333333333,0.3004666666666666,1.953033333333333,0.0,12,2006
2006-12-19 14:00:00,0.3021333333333333,14,6.5,1.9638666666666664,0.3021333333333333,1.9638666666666664,0.0,12,2006
2006-12-19 15:00:00,0.4213666666666666,15,6.5,2.738883333333333,0.4213666666666666,2.738883333333333,0.0,12,2006
2006-12-19 16:00:00,1.3721333333333334,16,6.5,8.918866666666668,1.3721333333333334,8.918866666666668,0.0,12,2006
2006-12-19 17:00:00,2.1115,17,6.5,13.72475,2.1115,13.72475,0.0,12,2006
2006-12-19 18:00:00,2.2047000000000003,18,6.5,14.330550000000002,2.2047000000000003,14.330550000000002,0.0,12,2006
2006-12-19 19:00:00,1.8421,19,9.75,17.960475000000002,1.47368,14.36838,3.5920950000000023,12,2006
2006-12-19 20:00:00,2.940533333333333,20,9.75,28.670199999999998,2.3524266666666667,22.93616,5.734039999999997,12,2006
2006-12-19 21:00:00,1.4428666666666667,21,9.75,14.067950000000002,1.1542933333333334,11.25436,2.8135900000000014,12,2006
2006-12-19 22:00:00,0.7200000000000001,22,6.5,4.680000000000001,0.7200000000000001,4.680000000000001,0.0,12,2006
2006-12-19 23:00:00,0.3837,23,6.5,2.49405,0.3837,2.49405,0.0,12,2006
2006-12-20 00:00:00,0.4598333333333333,0,6.5,2.9889166666666664,0.4598333333333333,2.9889166666666664,0.0,12,2006
2006-12-20 01:00:00,0.2586666666666666,1,6.5,1.681333333333333,0.2586666666666666,1.681333333333333,0.0,12,2006
2006-12-20 02:00:00,0.7843666666666667,2,6.5,5.0983833333333335,0.7843666666666667,5.0983833333333335,0.0,12,2006
2006-12-20 03:00:00,0.3100333333333333,3,6.5,2.0152166666666664,0.3100333333333333,2.0152166666666664,0.0,12,2006
2006-12-20 04:00:00,0.289,4,6.5,1.8784999999999998,0.289,1.8784999999999998,0.0,12,2006
2006-12-20 05:00:00,0.2627,5,6.5,1.70755,0.2627,1.70755,0.0,12,2006
2006-12-20 06:00:00,0.2835999999999999,6,6.5,1.8433999999999995,0.2835999999999999,1.8433999999999995,0.0,12,2006
2006-12-20 07:00:00,1.5266333333333333,7,6.5,9.923116666666667,1.5266333333333333,9.923116666666667,0.0,12,2006
2006-12-20 08:00:00,2.9176,8,6.5,18.9644,2.9176,18.9644,0.0,12,2006
2006-12-20 09:00:00,1.3855333333333333,9,6.5,9.005966666666666,1.3855333333333333,9.005966666666666,0.0,12,2006
2006-12-20 10:00:00,1.5103000000000002,10,6.5,9.816950000000002,1.5103000000000002,9.816950000000002,0.0,12,2006
2006-12-20 11:00:00,2.8924000000000003,11,6.5,18.800600000000003,2.8924000000000003,18.800600000000003,0.0,12,2006
2006-12-20 12:00:00,1.4210333333333334,12,6.5,9.236716666666666,1.4210333333333334,9.236716666666666,0.0,12,2006
2006-12-20 13:00:00,1.4284,13,6.5,9.2846,1.4284,9.2846,0.0,12,2006
2006-12-20 14:00:00,1.2949,14,6.5,8.41685,1.2949,8.41685,0.0,12,2006
2006-12-20 15:00:00,0.2811333333333333,15,6.5,1.8273666666666664,0.2811333333333333,1.8273666666666664,0.0,12,2006
2006-12-20 16:00:00,0.4684333333333333,16,6.5,3.0448166666666667,0.4684333333333333,3.0448166666666667,0.0,12,2006
2006-12-20 17:00:00,0.5735,17,6.5,3.72775,0.5735,3.72775,0.0,12,2006
2006-12-20 18:00:00,2.8368333333333333,18,6.5,18.439416666666666,2.8368333333333333,18.439416666666666,0.0,12,2006
2006-12-20 19:00:00,3.2486333333333333,19,9.75,31.674174999999998,2.5989066666666667,25.33934,6.334834999999998,12,2006
2006-12-20 20:00:00,3.5754666666666663,20,9.75,34.8608,2.8603733333333334,27.888640000000002,6.972159999999995,12,2006
2006-12-20 21:00:00,3.646066666666667,21,9.75,35.549150000000004,2.916853333333334,28.439320000000006,7.109829999999999,12,2006
2006-12-20 22:00:00,3.058966666666667,22,6.5,19.883283333333335,3.058966666666667,19.883283333333335,0.0,12,2006
2006-12-20 23:00:00,2.3817666666666666,23,6.5,15.481483333333333,2.3817666666666666,15.481483333333333,0.0,12,2006
2006-12-21 00:00:00,1.5358666666666667,0,6.5,9.983133333333333,1.5358666666666667,9.983133333333333,0.0,12,2006
2006-12-21 01:00:00,1.3979666666666666,1,6.5,9.086783333333333,1.3979666666666666,9.086783333333333,0.0,12,2006
2006-12-21 02:00:00,1.2749,2,6.5,8.28685,1.2749,8.28685,0.0,12,2006
2006-12-21 03:00:00,0.3026,3,6.5,1.9668999999999999,0.3026,1.9668999999999999,0.0,12,2006
2006-12-21 04:00:00,0.2467333333333333,4,6.5,1.6037666666666666,0.2467333333333333,1.6037666666666666,0.0,12,2006
2006-12-21 05:00:00,0.2907,5,6.5,1.88955,0.2907,1.88955,0.0,12,2006
2006-12-21 06:00:00,0.2956666666666666,6,6.5,1.9218333333333328,0.2956666666666666,1.9218333333333328,0.0,12,2006
2006-12-21 07:00:00,1.2804666666666666,7,6.5,8.323033333333333,1.2804666666666666,8.323033333333333,0.0,12,2006
2006-12-21 08:00:00,1.5630333333333333,8,6.5,10.159716666666666,1.5630333333333333,10.159716666666666,0.0,12,2006
2006-12-21 09:00:00,2.5758,9,6.5,16.7427,2.5758,16.7427,0.0,12,2006
2006-12-21 10:00:00,1.7677,10,6.5,11.49005,1.7677,11.49005,0.0,12,2006
2006-12-21 11:00:00,0.5249666666666667,11,6.5,3.4122833333333333,0.5249666666666667,3.4122833333333333,0.0,12,2006
2006-12-21 12:00:00,0.8191333333333333,12,6.5,5.324366666666666,0.8191333333333333,5.324366666666666,0.0,12,2006
2006-12-21 13:00:00,1.6882333333333333,13,6.5,10.973516666666667,1.6882333333333333,10.973516666666667,0.0,12,2006
2006-12-21 14:00:00,1.0239,14,6.5,6.65535,1.0239,6.65535,0.0,12,2006
2006-12-21 15:00:00,0.3074,15,6.5,1.9981,0.3074,1.9981,0.0,12,2006
2006-12-21 16:00:00,1.3600666666666668,16,6.5,8.840433333333333,1.3600666666666668,8.840433333333333,0.0,12,2006
2006-12-21 17:00:00,1.7526333333333333,17,6.5,11.392116666666666,1.7526333333333333,11.392116666666666,0.0,12,2006
2006-12-21 18:00:00,2.4433,18,6.5,15.88145,2.4433,15.88145,0.0,12,2006
2006-12-21 19:00:00,2.1971333333333334,19,9.75,21.42205,1.7577066666666668,17.13764,4.284409999999998,12,2006
2006-12-21 20:00:00,2.4373666666666667,20,9.75,23.764325,1.9498933333333335,19.011460000000003,4.752864999999996,12,2006
2006-12-21 21:00:00,0.9822666666666666,21,9.75,9.5771,0.7858133333333334,7.6616800000000005,1.9154199999999992,12,2006
2006-12-21 22:00:00,0.2802666666666666,22,6.5,1.821733333333333,0.2802666666666666,1.821733333333333,0.0,12,2006
2006-12-21 23:00:00,0.2704333333333333,23,6.5,1.7578166666666664,0.2704333333333333,1.7578166666666664,0.0,12,2006
2006-12-22 00:00:00,0.2669333333333333,0,6.5,1.7350666666666665,0.2669333333333333,1.7350666666666665,0.0,12,2006
2006-12-22 01:00:00,0.272,1,6.5,1.7680000000000002,0.272,1.7680000000000002,0.0,12,2006
2006-12-22 02:00:00,0.2676333333333333,2,6.5,1.7396166666666664,0.2676333333333333,1.7396166666666664,0.0,12,2006
2006-12-22 03:00:00,0.2738666666666666,3,6.5,1.780133333333333,0.2738666666666666,1.780133333333333,0.0,12,2006
2006-12-22 04:00:00,0.2642666666666666,4,6.5,1.717733333333333,0.2642666666666666,1.717733333333333,0.0,12,2006
2006-12-22 05:00:00,0.8068333333333334,5,6.5,5.244416666666667,0.8068333333333334,5.244416666666667,0.0,12,2006
2006-12-22 06:00:00,0.4796333333333333,6,6.5,3.1176166666666663,0.4796333333333333,3.1176166666666663,0.0,12,2006
2006-12-22 07:00:00,1.7231999999999998,7,6.5,11.2008,1.7231999999999998,11.2008,0.0,12,2006
2006-12-22 08:00:00,2.7444,8,6.5,17.8386,2.7444,17.8386,0.0,12,2006
2006-12-22 09:00:00,1.8963,9,6.5,12.32595,1.8963,12.32595,0.0,12,2006
2006-12-22 10:00:00,1.3449666666666669,10,6.5,8.742283333333335,1.3449666666666669,8.742283333333335,0.0,12,2006
2006-12-22 11:00:00,1.2525666666666666,11,6.5,8.141683333333333,1.2525666666666666,8.141683333333333,0.0,12,2006
2006-12-22 12:00:00,1.2284666666666666,12,6.5,7.985033333333333,1.2284666666666666,7.985033333333333,0.0,12,2006
2006-12-22 13:00:00,0.6719,13,6.5,4.36735,0.6719,4.36735,0.0,12,2006
2006-12-22 14:00:00,0.8155666666666667,14,6.5,5.301183333333333,0.8155666666666667,5.301183333333333,0.0,12,2006
2006-12-22 15:00:00,1.451633333333333,15,6.5,9.435616666666665,1.451633333333333,9.435616666666665,0.0,12,2006
2006-12-22 16:00:00,1.5712000000000002,16,6.5,10.212800000000001,1.5712000000000002,10.212800000000001,0.0,12,2006
2006-12-22 17:00:00,1.4968,17,6.5,9.729199999999999,1.4968,9.729199999999999,0.0,12,2006
2006-12-22 18:00:00,2.6869666666666663,18,6.5,17.465283333333332,2.6869666666666663,17.465283333333332,0.0,12,2006
2006-12-22 19:00:00,3.9381666666666666,19,9.75,38.397125,3.1505333333333336,30.717700000000004,7.679424999999998,12,2006
2006-12-22 20:00:00,3.5360666666666662,20,9.75,34.47665,2.828853333333333,27.581319999999998,6.895330000000001,12,2006
2006-12-22 21:00:00,4.548666666666667,21,9.75,44.3495,3.6389333333333336,35.479600000000005,8.869899999999994,12,2006
2006-12-22 22:00:00,3.0650666666666666,22,6.5,19.922933333333333,3.0650666666666666,19.922933333333333,0.0,12,2006
2006-12-22 23:00:00,2.4192,23,6.5,15.7248,2.4192,15.7248,0.0,12,2006
2006-12-23 00:00:00,1.6982333333333333,0,6.5,11.038516666666666,1.6982333333333333,11.038516666666666,0.0,12,2006
2006-12-23 01:00:00,1.7228,1,6.5,11.1982,1.7228,11.1982,0.0,12,2006
2006-12-23 02:00:00,1.7007666666666663,2,6.5,11.05498333333333,1.7007666666666663,11.05498333333333,0.0,12,2006
2006-12-23 03:00:00,1.7715333333333334,3,6.5,11.514966666666668,1.7715333333333334,11.514966666666668,0.0,12,2006
2006-12-23 04:00:00,1.8916,4,6.5,12.295399999999999,1.8916,12.295399999999999,0.0,12,2006
2006-12-23 05:00:00,2.2291000000000003,5,6.5,14.489150000000002,2.2291000000000003,14.489150000000002,0.0,12,2006
2006-12-23 06:00:00,1.6493666666666666,6,6.5,10.720883333333333,1.6493666666666666,10.720883333333333,0.0,12,2006
2006-12-23 07:00:00,4.023366666666666,7,6.5,26.15188333333333,4.023366666666666,26.15188333333333,0.0,12,2006
2006-12-23 08:00:00,4.190833333333333,8,6.5,27.240416666666665,4.190833333333333,27.240416666666665,0.0,12,2006
2006-12-23 09:00:00,3.2464,9,6.5,21.1016,3.2464,21.1016,0.0,12,2006
2006-12-23 10:00:00,2.972166666666667,10,6.5,19.319083333333335,2.972166666666667,19.319083333333335,0.0,12,2006
2006-12-23 11:00:00,3.159,11,6.5,20.5335,3.159,20.5335,0.0,12,2006
2006-12-23 12:00:00,2.9288000000000003,12,6.5,19.037200000000002,2.9288000000000003,19.037200000000002,0.0,12,2006
2006-12-23 13:00:00,3.4063,13,6.5,22.14095,3.4063,22.14095,0.0,12,2006
2006-12-23 14:00:00,3.757966666666667,14,6.5,24.426783333333336,3.757966666666667,24.426783333333336,0.0,12,2006
2006-12-23 15:00:00,4.0491,15,6.5,26.31915,4.0491,26.31915,0.0,12,2006
2006-12-23 16:00:00,4.349100000000001,16,6.5,28.269150000000007,4.349100000000001,28.269150000000007,0.0,12,2006
2006-12-23 17:00:00,5.452533333333333,17,6.5,35.44146666666666,5.452533333333333,35.44146666666666,0.0,12,2006
2006-12-23 18:00:00,3.8794,18,6.5,25.2161,3.8794,25.2161,0.0,12,2006
2006-12-23 19:00:00,4.1178333333333335,19,9.75,40.148875000000004,3.294266666666667,32.1191,8.029775,12,2006
2006-12-23 20:00:00,4.1814,20,9.75,40.76865,3.34512,32.61492,8.153730000000003,12,2006
2006-12-23 21:00:00,3.2884333333333333,21,9.75,32.062225,2.630746666666667,25.649780000000003,6.412444999999995,12,2006
2006-12-23 22:00:00,4.327933333333333,22,6.5,28.131566666666664,4.327933333333333,28.131566666666664,0.0,12,2006
2006-12-23 23:00:00,5.562466666666666,23,6.5,36.156033333333326,5.562466666666666,36.156033333333326,0.0,12,2006
2006-12-24 00:00:00,4.0280000000000005,0,6.5,26.182000000000002,4.0280000000000005,26.182000000000002,0.0,12,2006
2006-12-24 01:00:00,3.2757,1,6.5,21.29205,3.2757,21.29205,0.0,12,2006
2006-12-24 02:00:00,2.303033333333333,2,6.5,14.969716666666665,2.303033333333333,14.969716666666665,0.0,12,2006
2006-12-24 03:00:00,1.606766666666667,3,6.5,10.443983333333335,1.606766666666667,10.443983333333335,0.0,12,2006
2006-12-24 04:00:00,1.5761,4,6.5,10.24465,1.5761,10.24465,0.0,12,2006
2006-12-24 05:00:00,1.6319,5,6.5,10.60735,1.6319,10.60735,0.0,12,2006
2006-12-24 06:00:00,1.8952,6,6.5,12.3188,1.8952,12.3188,0.0,12,2006
2006-12-24 07:00:00,1.4764000000000002,7,6.5,9.5966,1.4764000000000002,9.5966,0.0,12,2006
2006-12-24 08:00:00,1.4277666666666666,8,6.5,9.280483333333333,1.4277666666666666,9.280483333333333,0.0,12,2006
2006-12-24 09:00:00,2.7256666666666667,9,6.5,17.716833333333334,2.7256666666666667,17.716833333333334,0.0,12,2006
2006-12-24 10:00:00,2.6753333333333336,10,6.5,17.389666666666667,2.6753333333333336,17.389666666666667,0.0,12,2006
2006-12-24 11:00:00,2.0929333333333333,11,6.5,13.604066666666666,2.0929333333333333,13.604066666666666,0.0,12,2006
2006-12-24 12:00:00,1.5,12,6.5,9.75,1.5,9.75,0.0,12,2006
2006-12-24 13:00:00,3.2399333333333336,13,6.5,21.05956666666667,3.2399333333333336,21.05956666666667,0.0,12,2006
2006-12-24 14:00:00,1.3715333333333333,14,6.5,8.914966666666666,1.3715333333333333,8.914966666666666,0.0,12,2006
2006-12-24 15:00:00,3.096833333333333,15,6.5,20.129416666666664,3.096833333333333,20.129416666666664,0.0,12,2006
2006-12-24 16:00:00,2.007133333333333,16,6.5,13.046366666666664,2.007133333333333,13.046366666666664,0.0,12,2006
2006-12-24 17:00:00,1.6865,17,6.5,10.962250000000001,1.6865,10.962250000000001,0.0,12,2006
2006-12-24 18:00:00,0.5052,18,6.5,3.2838,0.5052,3.2838,0.0,12,2006
2006-12-24 19:00:00,0.4540333333333333,19,9.75,4.426824999999999,0.36322666666666664,3.54146,0.8853649999999993,12,2006
2006-12-24 20:00:00,0.4741,20,9.75,4.6224750000000006,0.37928000000000006,3.6979800000000007,0.9244949999999998,12,2006
2006-12-24 21:00:00,0.4840333333333333,21,9.75,4.7193249999999995,0.38722666666666666,3.77546,0.9438649999999997,12,2006
2006-12-24 22:00:00,0.4797666666666666,22,6.5,3.118483333333333,0.4797666666666666,3.118483333333333,0.0,12,2006
2006-12-24 23:00:00,0.4863333333333333,23,6.5,3.1611666666666665,0.4863333333333333,3.1611666666666665,0.0,12,2006
2006-12-25 00:00:00,0.9995666666666668,0,6.5,6.497183333333334,0.9995666666666668,6.497183333333334,0.0,12,2006
2006-12-25 01:00:00,1.2067666666666663,1,6.5,7.843983333333331,1.2067666666666663,7.843983333333331,0.0,12,2006
2006-12-25 02:00:00,0.438,2,6.5,2.847,0.438,2.847,0.0,12,2006
2006-12-25 03:00:00,0.5899666666666668,3,6.5,3.834783333333334,0.5899666666666668,3.834783333333334,0.0,12,2006
2006-12-25 04:00:00,0.5786666666666667,4,6.5,3.7613333333333334,0.5786666666666667,3.7613333333333334,0.0,12,2006
2006-12-25 05:00:00,0.6201000000000001,5,6.5,4.0306500000000005,0.6201000000000001,4.0306500000000005,0.0,12,2006
2006-12-25 06:00:00,0.2640666666666666,6,6.5,1.716433333333333,0.2640666666666666,1.716433333333333,0.0,12,2006
2006-12-25 07:00:00,0.6768,7,6.5,4.3991999999999996,0.6768,4.3991999999999996,0.0,12,2006
2006-12-25 08:00:00,2.6111,8,6.5,16.97215,2.6111,16.97215,0.0,12,2006
2006-12-25 09:00:00,1.4934666666666667,9,6.5,9.707533333333334,1.4934666666666667,9.707533333333334,0.0,12,2006
2006-12-25 10:00:00,1.9156666666666664,10,6.5,12.451833333333331,1.9156666666666664,12.451833333333331,0.0,12,2006
2006-12-25 11:00:00,3.0446,11,6.5,19.7899,3.0446,19.7899,0.0,12,2006
2006-12-25 12:00:00,2.9126,12,6.5,18.9319,2.9126,18.9319,0.0,12,2006
2006-12-25 13:00:00,2.224933333333333,13,6.5,14.462066666666665,2.224933333333333,14.462066666666665,0.0,12,2006
2006-12-25 14:00:00,1.7837333333333334,14,6.5,11.594266666666668,1.7837333333333334,11.594266666666668,0.0,12,2006
2006-12-25 15:00:00,1.7403333333333333,15,6.5,11.312166666666666,1.7403333333333333,11.312166666666666,0.0,12,2006
2006-12-25 16:00:00,3.872833333333333,16,6.5,25.173416666666665,3.872833333333333,25.173416666666665,0.0,12,2006
2006-12-25 17:00:00,2.0718,17,6.5,13.466700000000001,2.0718,13.466700000000001,0.0,12,2006
2006-12-25 18:00:00,2.4230666666666663,18,6.5,15.749933333333331,2.4230666666666663,15.749933333333331,0.0,12,2006
2006-12-25 19:00:00,1.6295,19,9.75,15.887625,1.3036,12.7101,3.1775249999999993,12,2006
2006-12-25 20:00:00,1.9771333333333332,20,9.75,19.27705,1.5817066666666666,15.42164,3.855409999999999,12,2006
2006-12-25 21:00:00,3.8368666666666655,21,9.75,37.40944999999999,3.0694933333333325,29.927559999999993,7.48189,12,2006
2006-12-25 22:00:00,4.2148666666666665,22,6.5,27.396633333333334,4.2148666666666665,27.396633333333334,0.0,12,2006
2006-12-25 23:00:00,2.592233333333333,23,6.5,16.849516666666666,2.592233333333333,16.849516666666666,0.0,12,2006
2006-12-26 00:00:00,2.4242666666666666,0,6.5,15.757733333333332,2.4242666666666666,15.757733333333332,0.0,12,2006
2006-12-26 01:00:00,2.4026333333333336,1,6.5,15.617116666666668,2.4026333333333336,15.617116666666668,0.0,12,2006
2006-12-26 02:00:00,2.4109333333333334,2,6.5,15.671066666666666,2.4109333333333334,15.671066666666666,0.0,12,2006
2006-12-26 03:00:00,2.4490666666666665,3,6.5,15.918933333333332,2.4490666666666665,15.918933333333332,0.0,12,2006
2006-12-26 04:00:00,2.9925,4,6.5,19.45125,2.9925,19.45125,0.0,12,2006
2006-12-26 05:00:00,2.3877333333333337,5,6.5,15.52026666666667,2.3877333333333337,15.52026666666667,0.0,12,2006
2006-12-26 06:00:00,2.3882,6,6.5,15.523299999999999,2.3882,15.523299999999999,0.0,12,2006
2006-12-26 07:00:00,3.136066666666667,7,6.5,20.384433333333334,3.136066666666667,20.384433333333334,0.0,12,2006
2006-12-26 08:00:00,2.365933333333333,8,6.5,15.378566666666664,2.365933333333333,15.378566666666664,0.0,12,2006
2006-12-26 09:00:00,3.5450666666666666,9,6.5,23.042933333333334,3.5450666666666666,23.042933333333334,0.0,12,2006
2006-12-26 10:00:00,4.0419,10,6.5,26.27235,4.0419,26.27235,0.0,12,2006
2006-12-26 11:00:00,2.373533333333333,11,6.5,15.427966666666665,2.373533333333333,15.427966666666665,0.0,12,2006
2006-12-26 12:00:00,2.4647,12,6.5,16.02055,2.4647,16.02055,0.0,12,2006
2006-12-26 13:00:00,2.8868,13,6.5,18.7642,2.8868,18.7642,0.0,12,2006
2006-12-26 14:00:00,3.8266,14,6.5,24.8729,3.8266,24.8729,0.0,12,2006
